shore woodland,0.2749999999999999
noon string,0.375
cemetery woodland,0.5999999999999996
gem jewel,0.0
coast shore,1.8999999999999986
bird crane,0.7249999999999996
furnace stove,1.5749999999999984
magician wizard,0.5500000000000007
monk oracle,4.05
coast hill,4.15
brother monk,3.95
tool implement,2.8
journey voyage,0.9000000000000004
food rooster,4.3
car journey,1.75
monk slave,0.1499999999999999
cord smile,0.4249999999999998
asylum madhouse,2.25
coast forest,1.0
brother lad,3.425
lad wizard,2.3249999999999997
automobile car,0.27500000000000036
bird cock,1.1999999999999984
food fruit,2.1499999999999995
rooster voyage,1.1749999999999998
boy lad,0.9499999999999993
crane implement,1.7249999999999996
forest graveyard,0.8999999999999999
glass magician,2.375
midday noon,0.0
