A1VW9W0DWXCPYE	494	3
A3NU1SQPI1NXY4	494	2
AKBP92VUQ7G3	494	2
ATQWZNGQCN1RA	494	2
A2V3P1XE33NYC3	494	2
A2UFD1I8ZO1V4G	494	0
AD317NO9623GZ	494	3
A1PAR1TMKFPKQE	494	1
A53VNQRRFQ785	494	1
A1VW9W0DWXCPYE	267	0
A3NU1SQPI1NXY4	267	2
AKBP92VUQ7G3	267	3
ATQWZNGQCN1RA	267	3
A2V3P1XE33NYC3	267	0
A2UFD1I8ZO1V4G	267	2
AD317NO9623GZ	267	0
A1C0Z73809FFDZ	267	0
A1BHMDRWW9ZYSO	267	3
A1VW9W0DWXCPYE	268	2
A3NU1SQPI1NXY4	268	0
AKBP92VUQ7G3	268	3
ATQWZNGQCN1RA	268	1
A2V3P1XE33NYC3	268	2
A2UFD1I8ZO1V4G	268	0
AD317NO9623GZ	268	0
A1C0Z73809FFDZ	268	2
A1BHMDRWW9ZYSO	268	2
A1VW9W0DWXCPYE	421	0
A3NU1SQPI1NXY4	421	3
AKBP92VUQ7G3	421	3
ATQWZNGQCN1RA	421	2
A2V3P1XE33NYC3	421	1
A2UFD1I8ZO1V4G	421	0
AD317NO9623GZ	421	1
A3GLUDQZGEJL5G	421	2
A1KZOLS51I9SS7	421	3
A1VW9W0DWXCPYE	216	2
A3NU1SQPI1NXY4	216	2
AKBP92VUQ7G3	216	2
ATQWZNGQCN1RA	216	2
A2H321P1NSEW35	216	3
A2V3P1XE33NYC3	216	2
A2UFD1I8ZO1V4G	216	3
AD317NO9623GZ	216	2
A1BHMDRWW9ZYSO	216	2
A1VW9W0DWXCPYE	424	2
A3NU1SQPI1NXY4	424	0
AKBP92VUQ7G3	424	2
ATQWZNGQCN1RA	424	2
A2V3P1XE33NYC3	424	2
A2UFD1I8ZO1V4G	424	2
AD317NO9623GZ	424	3
A3GLUDQZGEJL5G	424	0
A1KZOLS51I9SS7	424	0
A1VW9W0DWXCPYE	407	2
A3NU1SQPI1NXY4	407	0
AKBP92VUQ7G3	407	1
ATQWZNGQCN1RA	407	2
A2H321P1NSEW35	407	1
A2V3P1XE33NYC3	407	0
A2UFD1I8ZO1V4G	407	2
AD317NO9623GZ	407	1
A3E157ZN8XPUKJ	407	0
A1VW9W0DWXCPYE	215	3
A3NU1SQPI1NXY4	215	2
AKBP92VUQ7G3	215	2
ATQWZNGQCN1RA	215	0
A2H321P1NSEW35	215	2
A2V3P1XE33NYC3	215	0
A2UFD1I8ZO1V4G	215	3
AD317NO9623GZ	215	3
A1BHMDRWW9ZYSO	215	3
A1VW9W0DWXCPYE	88	2
A3NU1SQPI1NXY4	88	1
AKBP92VUQ7G3	88	2
ATQWZNGQCN1RA	88	2
A2V3P1XE33NYC3	88	2
A2UFD1I8ZO1V4G	88	0
AD317NO9623GZ	88	2
A1PAR1TMKFPKQE	88	1
A3E157ZN8XPUKJ	88	2
A1VW9W0DWXCPYE	517	3
A3NU1SQPI1NXY4	517	3
AKBP92VUQ7G3	517	2
ATQWZNGQCN1RA	517	3
A2V3P1XE33NYC3	517	2
A2UFD1I8ZO1V4G	517	3
AD317NO9623GZ	517	3
A1PAR1TMKFPKQE	517	3
A3E157ZN8XPUKJ	517	3
A1VW9W0DWXCPYE	266	3
A3NU1SQPI1NXY4	266	0
AKBP92VUQ7G3	266	0
ATQWZNGQCN1RA	266	0
A2V3P1XE33NYC3	266	1
A2UFD1I8ZO1V4G	266	2
AD317NO9623GZ	266	1
A1C0Z73809FFDZ	266	2
A1BHMDRWW9ZYSO	266	2
A1VW9W0DWXCPYE	580	2
A3NU1SQPI1NXY4	580	1
AKBP92VUQ7G3	580	1
ATQWZNGQCN1RA	580	2
A2V3P1XE33NYC3	580	3
A2UFD1I8ZO1V4G	580	1
AD317NO9623GZ	580	0
A1PAR1TMKFPKQE	580	1
A2BERTY629PZDT	580	2
A1VW9W0DWXCPYE	343	3
A3NU1SQPI1NXY4	343	3
AKBP92VUQ7G3	343	3
ATQWZNGQCN1RA	343	1
A2H321P1NSEW35	343	1
A2F0X4LN9N4O4C	343	3
A2V3P1XE33NYC3	343	1
A2UFD1I8ZO1V4G	343	0
AD317NO9623GZ	343	1
A1VW9W0DWXCPYE	441	3
A3NU1SQPI1NXY4	441	3
AKBP92VUQ7G3	441	2
ATQWZNGQCN1RA	441	3
A2V3P1XE33NYC3	441	3
A2UFD1I8ZO1V4G	441	0
AD317NO9623GZ	441	1
A3E157ZN8XPUKJ	441	1
A1BHMDRWW9ZYSO	441	1
A1VW9W0DWXCPYE	521	2
A3NU1SQPI1NXY4	521	1
AKBP92VUQ7G3	521	1
ATQWZNGQCN1RA	521	3
A2H321P1NSEW35	521	0
A2V3P1XE33NYC3	521	3
A2UFD1I8ZO1V4G	521	2
AD317NO9623GZ	521	2
A1C0Z73809FFDZ	521	1
A1VW9W0DWXCPYE	502	1
A3NU1SQPI1NXY4	502	1
AKBP92VUQ7G3	502	0
ATQWZNGQCN1RA	502	1
A2V3P1XE33NYC3	502	1
A2UFD1I8ZO1V4G	502	2
AD317NO9623GZ	502	0
A1PAR1TMKFPKQE	502	1
A3E157ZN8XPUKJ	502	0
A1VW9W0DWXCPYE	579	3
A3NU1SQPI1NXY4	579	0
AKBP92VUQ7G3	579	1
ATQWZNGQCN1RA	579	2
A2V3P1XE33NYC3	579	1
A2UFD1I8ZO1V4G	579	3
AD317NO9623GZ	579	3
A1PAR1TMKFPKQE	579	3
A2BERTY629PZDT	579	0
A1VW9W0DWXCPYE	115	0
A3NU1SQPI1NXY4	115	3
AKBP92VUQ7G3	115	2
ATQWZNGQCN1RA	115	2
A2V3P1XE33NYC3	115	0
A2UFD1I8ZO1V4G	115	1
AD317NO9623GZ	115	3
A1PAR1TMKFPKQE	115	2
A1BHMDRWW9ZYSO	115	0
A1VW9W0DWXCPYE	459	2
A3NU1SQPI1NXY4	459	2
AKBP92VUQ7G3	459	0
ATQWZNGQCN1RA	459	3
A2V3P1XE33NYC3	459	0
A2UFD1I8ZO1V4G	459	1
AD317NO9623GZ	459	1
A1PAR1TMKFPKQE	459	2
A3E157ZN8XPUKJ	459	2
A1VW9W0DWXCPYE	270	1
A3NU1SQPI1NXY4	270	0
AKBP92VUQ7G3	270	2
ATQWZNGQCN1RA	270	1
A2V3P1XE33NYC3	270	2
A2UFD1I8ZO1V4G	270	1
AD317NO9623GZ	270	0
A36JZTUKQVV5S5	270	1
A1BHMDRWW9ZYSO	270	2
A1VW9W0DWXCPYE	526	3
A3NU1SQPI1NXY4	526	2
AKBP92VUQ7G3	526	2
ATQWZNGQCN1RA	526	1
A2V3P1XE33NYC3	526	0
A2UFD1I8ZO1V4G	526	0
AD317NO9623GZ	526	3
A3E157ZN8XPUKJ	526	2
A3GLUDQZGEJL5G	526	3
A1VW9W0DWXCPYE	269	3
A3NU1SQPI1NXY4	269	0
AKBP92VUQ7G3	269	0
ATQWZNGQCN1RA	269	3
A2V3P1XE33NYC3	269	3
A2UFD1I8ZO1V4G	269	1
AD317NO9623GZ	269	3
A36JZTUKQVV5S5	269	1
